task_id,module,system,difficulty,law_version,noise,code_assisted,status,task_completed,run_experiment_calls,run_experiment_success_calls,evaluate_calls,evaluate_success_calls,fit_pysr_calls,fit_pysr_success_calls,has_final_law,protocol_core_ok,protocol_full_ok,l2_not_updated_warning,total_tokens,exact_accuracy,rmsle,symbolic_equivalent,evaluation_error,rounds_total,rounds_task_completed_true,rounds_task_completed_false,round_run_experiment_calls_total,round_run_experiment_success_calls_total,round_evaluate_calls_total,round_evaluate_success_calls_total,round_fit_pysr_calls_total,round_fit_pysr_success_calls_total,rounds_with_eval_success,round_best_rmsle,round_last_rmsle,round_rmsle_path
nb_hard_iter_m10_be_distribution_hard_complex_system_v2_n0p0,m10_be_distribution,complex_system,hard,v2,0.0,False,completed,False,18,17,33,17,18,18,True,False,False,True,27927,0.0,0.013329621435018988,False,,20,0,20,18,17,33,17,18,18,17,0.013514420521811557,0.013514420521811557,R1:0.151088 | R2:1.1661 | R3:0.0372448 | R4:NA | R5:NA | R6:0.148534 | R7:NA | R8:0.0765416 | R9:0.0598074 | R10:0.0627199 | R11:0.0832996 | R12:0.0657963 | R13:0.0464701 | R14:0.0818423 | R15:0.0622381 | R16:0.0306549 | R17:0.146166 | R18:0.0307722 | R19:0.0564212 | R20:0.0135144
