task_id,module,system,difficulty,law_version,noise,code_assisted,status,task_completed,run_experiment_calls,run_experiment_success_calls,evaluate_calls,evaluate_success_calls,fit_pysr_calls,fit_pysr_success_calls,has_final_law,protocol_core_ok,protocol_full_ok,l2_not_updated_warning,total_tokens,exact_accuracy,rmsle,symbolic_equivalent,evaluation_error,rounds_total,rounds_task_completed_true,rounds_task_completed_false,round_run_experiment_calls_total,round_run_experiment_success_calls_total,round_evaluate_calls_total,round_evaluate_success_calls_total,round_fit_pysr_calls_total,round_fit_pysr_success_calls_total,rounds_with_eval_success,round_best_rmsle,round_last_rmsle,round_rmsle_path
nb_hard_iter_m10_be_distribution_hard_complex_system_v2_n0p0,m10_be_distribution,complex_system,hard,v2,0.0,False,completed,False,21,10,14,10,12,10,True,False,False,True,115377,0.0,0.08372456185804947,False,,10,0,10,21,10,14,10,12,10,10,0.08306172698946769,0.08306172698946769,R1:109.07 | R2:100.876 | R3:108.161 | R4:102.241 | R5:96.3222 | R6:102.682 | R7:119.118 | R8:114.953 | R9:99.5487 | R10:0.0830617
